code_id	group	n	k	d_recorded	distance_trials	distance_method	A_id	B_id	run_dir	src_dir	collected_dir
SmallGroup_16_1__AAp11_0_0_1_3_8_15_BBp20_0_1_8_10_12_14_k10_d39	SmallGroup_16_1_	576	10	39	1400000	dist-m4ri	p11_0_0_1_3_8_15	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_8_15_BBp20_0_1_8_10_12_14_k10_d39	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_8_15_BBp20_0_1_8_10_12_14_k10_d39
SmallGroup_16_1__AAp11_0_0_1_3_9_15_BBp20_0_1_2_3_5_9_k10_d39	SmallGroup_16_1_	576	10	39	1000000	dist-m4ri	p11_0_0_1_3_9_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_9_15_BBp20_0_1_2_3_5_9_k10_d39	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_9_15_BBp20_0_1_2_3_5_9_k10_d39
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp27_0_5_10_10_11_14_k10_d38	SmallGroup_16_1_	576	10	38	1000000	dist-m4ri	p11_0_0_1_10_14_15	p27_0_5_10_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp27_0_5_10_10_11_14_k10_d38	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp27_0_5_10_10_11_14_k10_d38
SmallGroup_16_1__AAp11_0_0_1_3_8_15_BBp20_0_1_8_10_12_14_k10_d38	SmallGroup_16_1_	576	10	38	1000000	dist-m4ri	p11_0_0_1_3_8_15	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_8_15_BBp20_0_1_8_10_12_14_k10_d38	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_8_15_BBp20_0_1_8_10_12_14_k10_d38
SmallGroup_16_1__AAp11_0_0_1_3_9_15_BBp20_0_1_2_3_5_9_k10_d37	SmallGroup_16_1_	576	10	37	1000000	dist-m4ri	p11_0_0_1_3_9_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_9_15_BBp20_0_1_2_3_5_9_k10_d37	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_9_15_BBp20_0_1_2_3_5_9_k10_d37
SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_8_10_12_14_k10_d36	SmallGroup_16_1_	576	10	36	1000000	dist-m4ri	p11_0_0_1_3_8_11	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_8_10_12_14_k10_d36	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_8_10_12_14_k10_d36
SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_8_10_12_14_k10_d35	SmallGroup_16_1_	576	10	35	1400000	dist-m4ri	p11_0_0_1_3_8_11	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_8_10_12_14_k10_d35	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_8_10_12_14_k10_d35
SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_2_3_5_9_k10_d34	SmallGroup_16_1_	576	10	34	1400000	dist-m4ri	p11_0_0_1_3_8_11	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_2_3_5_9_k10_d34	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_8_11_BBp20_0_1_2_3_5_9_k10_d34
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_8_10_12_14_k10_d33	SmallGroup_16_1_	576	10	33	1000000	dist-m4ri	p11_0_0_1_10_14_15	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_8_10_12_14_k10_d33	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_8_10_12_14_k10_d33
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_8_10_12_14_k10_d32	SmallGroup_16_1_	576	10	32	1000000	dist-m4ri	p11_0_0_1_10_14_15	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_8_10_12_14_k10_d32	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_8_10_12_14_k10_d32
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_6_8_10_11_14_k10_d32	SmallGroup_16_1_	576	10	32	1000000	dist-m4ri	p11_0_0_1_10_14_15	p20_0_6_8_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_6_8_10_11_14_k10_d32	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_6_8_10_11_14_k10_d32
SmallGroup_16_1__AAp11_0_0_1_3_14_15_BBp20_0_1_2_3_5_9_k10_d31	SmallGroup_16_1_	576	10	31	1400000	dist-m4ri	p11_0_0_1_3_14_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_3_14_15_BBp20_0_1_2_3_5_9_k10_d31	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_3_14_15_BBp20_0_1_2_3_5_9_k10_d31
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d30	SmallGroup_16_1_	576	10	30	1000000	dist-m4ri	p11_0_0_1_10_14_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d30	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d30
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d29	SmallGroup_16_1_	576	10	29	1000000	dist-m4ri	p11_0_0_1_10_14_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d29	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d29
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d28	SmallGroup_16_1_	576	10	28	1400000	dist-m4ri	p11_0_0_1_10_14_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d28	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp20_0_1_2_3_5_9_k10_d28
SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp11_0_5_6_9_11_13_k10_d24	SmallGroup_16_1_	576	10	24	1400000	dist-m4ri	p11_0_0_1_10_14_15	p11_0_5_6_9_11_13	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp11_0_5_6_9_11_13_k10_d24	best_codes/collected/SmallGroup_16_1__AAp11_0_0_1_10_14_15_BBp11_0_5_6_9_11_13_k10_d24
SmallGroup_16_1__AAp27_0_1_2_2_3_12_BBp20_0_7_8_10_12_14_k12_d48	SmallGroup_16_1_	576	12	48	1000000	dist-m4ri	p27_0_1_2_2_3_12	p20_0_7_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp27_0_1_2_2_3_12_BBp20_0_7_8_10_12_14_k12_d48	best_codes/collected/SmallGroup_16_1__AAp27_0_1_2_2_3_12_BBp20_0_7_8_10_12_14_k12_d48
SmallGroup_16_1__AAp20_0_2_3_6_9_15_BBp20_0_1_2_3_5_9_k12_d47	SmallGroup_16_1_	576	12	47	1000000	dist-m4ri	p20_0_2_3_6_9_15	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_2_3_6_9_15_BBp20_0_1_2_3_5_9_k12_d47	best_codes/collected/SmallGroup_16_1__AAp20_0_2_3_6_9_15_BBp20_0_1_2_3_5_9_k12_d47
SmallGroup_16_1__AAp27_0_5_7_7_9_11_BBp20_0_1_8_10_12_14_k12_d47	SmallGroup_16_1_	576	12	47	1000000	dist-m4ri	p27_0_5_7_7_9_11	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp27_0_5_7_7_9_11_BBp20_0_1_8_10_12_14_k12_d47	best_codes/collected/SmallGroup_16_1__AAp27_0_5_7_7_9_11_BBp20_0_1_8_10_12_14_k12_d47
SmallGroup_16_1__AAp20_0_2_3_7_9_12_BBp20_0_7_8_10_12_14_k12_d46	SmallGroup_16_1_	576	12	46	1000000	dist-m4ri	p20_0_2_3_7_9_12	p20_0_7_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_2_3_7_9_12_BBp20_0_7_8_10_12_14_k12_d46	best_codes/collected/SmallGroup_16_1__AAp20_0_2_3_7_9_12_BBp20_0_7_8_10_12_14_k12_d46
SmallGroup_16_1__AAp20_0_8_10_13_14_15_BBp20_0_7_8_10_12_14_k12_d45	SmallGroup_16_1_	576	12	45	1000000	dist-m4ri	p20_0_8_10_13_14_15	p20_0_7_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_8_10_13_14_15_BBp20_0_7_8_10_12_14_k12_d45	best_codes/collected/SmallGroup_16_1__AAp20_0_8_10_13_14_15_BBp20_0_7_8_10_12_14_k12_d45
SmallGroup_16_1__AAp27_0_1_2_2_3_12_BBp20_0_1_8_10_12_14_k12_d45	SmallGroup_16_1_	576	12	45	1000000	dist-m4ri	p27_0_1_2_2_3_12	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp27_0_1_2_2_3_12_BBp20_0_1_8_10_12_14_k12_d45	best_codes/collected/SmallGroup_16_1__AAp27_0_1_2_2_3_12_BBp20_0_1_8_10_12_14_k12_d45
SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_7_8_10_12_14_k12_d44	SmallGroup_16_1_	576	12	44	1400000	dist-m4ri	p20_0_1_2_5_7_11	p20_0_7_8_10_12_14	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_7_8_10_12_14_k12_d44	best_codes/collected/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_7_8_10_12_14_k12_d44
SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_6_8_10_11_14_k12_d44	SmallGroup_16_1_	576	12	44	1000000	dist-m4ri	p20_0_2_3_6_9_11	p20_0_6_8_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_6_8_10_11_14_k12_d44	best_codes/collected/SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_6_8_10_11_14_k12_d44
SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_1_2_3_5_9_k12_d43	SmallGroup_16_1_	576	12	43	1000000	dist-m4ri	p20_0_2_3_6_9_11	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_1_2_3_5_9_k12_d43	best_codes/collected/SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_1_2_3_5_9_k12_d43
SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d42	SmallGroup_16_1_	576	12	42	1000000	dist-m4ri	p20_0_1_2_5_7_11	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d42	best_codes/collected/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d42
SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_1_2_3_5_9_k12_d42	SmallGroup_16_1_	576	12	42	1400000	dist-m4ri	p20_0_2_3_6_9_11	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_1_2_3_5_9_k12_d42	best_codes/collected/SmallGroup_16_1__AAp20_0_2_3_6_9_11_BBp20_0_1_2_3_5_9_k12_d42
SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d41	SmallGroup_16_1_	576	12	41	1000000	dist-m4ri	p20_0_1_2_5_7_11	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d41	best_codes/collected/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d41
SmallGroup_16_1__AAp20_0_1_2_5_7_15_BBp27_0_5_10_10_11_14_k12_d41	SmallGroup_16_1_	576	12	41	1000000	dist-m4ri	p20_0_1_2_5_7_15	p27_0_5_10_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_1_2_5_7_15_BBp27_0_5_10_10_11_14_k12_d41	best_codes/collected/SmallGroup_16_1__AAp20_0_1_2_5_7_15_BBp27_0_5_10_10_11_14_k12_d41
SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d40	SmallGroup_16_1_	576	12	40	1000000	dist-m4ri	p20_0_1_2_5_7_11	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d40	best_codes/collected/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp20_0_1_8_10_12_14_k12_d40
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d37	SmallGroup_16_1_	576	12	37	1400000	dist-m4ri	p11_0_5_7_8_12_13	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d37	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d37
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d36	SmallGroup_16_1_	576	12	36	1000000	dist-m4ri	p11_0_5_7_8_12_13	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d36	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d36
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_6_8_10_11_14_k12_d35	SmallGroup_16_1_	576	12	35	1000000	dist-m4ri	p11_0_5_7_8_12_13	p20_0_6_8_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_6_8_10_11_14_k12_d35	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_6_8_10_11_14_k12_d35
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d34	SmallGroup_16_1_	576	12	34	1000000	dist-m4ri	p11_0_5_7_8_12_13	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d34	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d34
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d33	SmallGroup_16_1_	576	12	33	1000000	dist-m4ri	p11_0_5_7_8_12_13	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d33	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d33
SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp27_0_5_10_10_11_14_k12_d32	SmallGroup_16_1_	576	12	32	1000000	dist-m4ri	p20_0_1_2_5_7_11	p27_0_5_10_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp27_0_5_10_10_11_14_k12_d32	best_codes/collected/SmallGroup_16_1__AAp20_0_1_2_5_7_11_BBp27_0_5_10_10_11_14_k12_d32
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d31	SmallGroup_16_1_	576	12	31	1000000	dist-m4ri	p11_0_5_7_8_12_13	p20_0_1_2_3_5_9	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d31	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp20_0_1_2_3_5_9_k12_d31
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp27_0_5_10_10_11_14_k12_d31	SmallGroup_16_1_	576	12	31	1000000	dist-m4ri	p11_0_5_7_8_12_13	p27_0_5_10_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp27_0_5_10_10_11_14_k12_d31	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp27_0_5_10_10_11_14_k12_d31
SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp11_0_5_6_9_11_13_k12_d24	SmallGroup_16_1_	576	12	24	1400000	dist-m4ri	p11_0_5_7_8_12_13	p11_0_5_6_9_11_13	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp11_0_5_6_9_11_13_k12_d24	best_codes/collected/SmallGroup_16_1__AAp11_0_5_7_8_12_13_BBp11_0_5_6_9_11_13_k12_d24
SmallGroup_16_1__AAp22_0_5_8_9_12_13_BBp20_0_6_8_10_11_14_k14_d35	SmallGroup_16_1_	576	14	35	1000000	dist-m4ri	p22_0_5_8_9_12_13	p20_0_6_8_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp22_0_5_8_9_12_13_BBp20_0_6_8_10_11_14_k14_d35	best_codes/collected/SmallGroup_16_1__AAp22_0_5_8_9_12_13_BBp20_0_6_8_10_11_14_k14_d35
SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d33	SmallGroup_16_1_	576	14	33	1000000	dist-m4ri	p22_0_1_2_5_7_10	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d33	best_codes/collected/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d33
SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d32	SmallGroup_16_1_	576	14	32	1400000	dist-m4ri	p22_0_1_2_5_7_10	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d32	best_codes/collected/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d32
SmallGroup_16_1__AAp22_0_5_8_9_12_13_BBp20_0_6_8_10_11_14_k14_d31	SmallGroup_16_1_	576	14	31	1000000	dist-m4ri	p22_0_5_8_9_12_13	p20_0_6_8_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp22_0_5_8_9_12_13_BBp20_0_6_8_10_11_14_k14_d31	best_codes/collected/SmallGroup_16_1__AAp22_0_5_8_9_12_13_BBp20_0_6_8_10_11_14_k14_d31
SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d30	SmallGroup_16_1_	576	14	30	1000000	dist-m4ri	p22_0_1_2_5_7_10	p20_0_1_8_10_12_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d30	best_codes/collected/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp20_0_1_8_10_12_14_k14_d30
SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp27_0_5_10_10_11_14_k14_d26	SmallGroup_16_1_	576	14	26	1000000	dist-m4ri	p22_0_1_2_5_7_10	p27_0_5_10_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp27_0_5_10_10_11_14_k14_d26	best_codes/collected/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp27_0_5_10_10_11_14_k14_d26
SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp11_0_5_6_9_11_13_k14_d24	SmallGroup_16_1_	576	14	24	1400000	dist-m4ri	p22_0_1_2_5_7_10	p11_0_5_6_9_11_13	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp11_0_5_6_9_11_13_k14_d24	best_codes/collected/SmallGroup_16_1__AAp22_0_1_2_5_7_10_BBp11_0_5_6_9_11_13_k14_d24
SmallGroup_16_1__AAp11_0_5_8_10_13_14_BBp16_0_6_10_11_13_15_k16_d35	SmallGroup_16_1_	576	16	35	1000000	dist-m4ri	p11_0_5_8_10_13_14	p16_0_6_10_11_13_15	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_5_8_10_13_14_BBp16_0_6_10_11_13_15_k16_d35	best_codes/collected/SmallGroup_16_1__AAp11_0_5_8_10_13_14_BBp16_0_6_10_11_13_15_k16_d35
SmallGroup_16_1__AAp15_0_0_9_9_12_15_BBp27_0_5_10_10_11_14_k16_d33	SmallGroup_16_1_	576	16	33	1000000	dist-m4ri	p15_0_0_9_9_12_15	p27_0_5_10_10_11_14	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp15_0_0_9_9_12_15_BBp27_0_5_10_10_11_14_k16_d33	best_codes/collected/SmallGroup_16_1__AAp15_0_0_9_9_12_15_BBp27_0_5_10_10_11_14_k16_d33
SmallGroup_16_1__AAp11_0_1_2_4_12_14_BBp16_0_1_3_5_7_12_k16_d32	SmallGroup_16_1_	576	16	32	1400000	dist-m4ri	p11_0_1_2_4_12_14	p16_0_1_3_5_7_12	results/progressive_SmallGroup_16_1_20260127T143136Z	results/progressive_SmallGroup_16_1_20260127T143136Z/best_codes/SmallGroup_16_1__AAp11_0_1_2_4_12_14_BBp16_0_1_3_5_7_12_k16_d32	best_codes/collected/SmallGroup_16_1__AAp11_0_1_2_4_12_14_BBp16_0_1_3_5_7_12_k16_d32
SmallGroup_16_1__AAp11_0_1_8_10_11_14_BBp16_0_6_10_11_13_15_k16_d31	SmallGroup_16_1_	576	16	31	1000000	dist-m4ri	p11_0_1_8_10_11_14	p16_0_6_10_11_13_15	results/progressive_SmallGroup_16_1_20260126T162940Z	results/progressive_SmallGroup_16_1_20260126T162940Z/best_codes/SmallGroup_16_1__AAp11_0_1_8_10_11_14_BBp16_0_6_10_11_13_15_k16_d31	best_codes/collected/SmallGroup_16_1__AAp11_0_1_8_10_11_14_BBp16_0_6_10_11_13_15_k16_d31
